account_id,username_length,username_digit_ratio,has_profile_pic,bio_length,has_external_url,is_private,followers_count,following_count,follower_following_ratio,posts_count,avg_likes_per_post,avg_comments_per_post,posting_freq_per_week,account_age_days,engagement_rate,night_activity_ratio,graph_degree,clustering_coefficient,betweenness_centrality,is_fake
acc_1119,11,0.137,1,16,0,1,1534,92,16.674,43,3.74,0.57,0.45,2023,0.0028,0.228,4,0.1667,0.001723,0
acc_1120,10,0.605,0,10,0,1,7,859,0.008,0,1.87,0.23,0.37,189,0.2991,0.705,10,0.0,0.000378,1
acc_1121,7,0.092,1,104,1,1,100,47,2.128,39,75.72,1.69,1.41,1940,0.7741,0.195,5,0.0,9e-05,0
acc_1122,12,0.107,1,29,0,1,3106,106,29.302,56,9.28,8.07,0.53,2760,0.0056,0.339,8,0.0,0.000288,0
acc_1123,16,0.637,0,7,0,0,88,1029,0.086,3,1.02,0.04,0.17,101,0.012,0.528,8,0.0,0.000317,1
acc_1124,10,0.164,1,19,1,1,154,136,1.132,57,104.26,11.51,5.07,582,0.7518,0.303,11,0.0,0.00055,0
acc_1125,10,0.679,0,11,1,1,101,278,0.363,1,0.11,0.04,0.11,38,0.0014,0.441,17,0.0074,0.000536,1
acc_1126,10,0.06,0,119,1,1,48,87,0.552,49,5.22,2.67,0.86,284,0.1644,0.211,5,0.0,7.8e-05,0
acc_1127,13,0.028,1,127,1,1,4318,72,59.972,42,17.94,3.61,1.02,2714,0.005,0.229,5,0.0,0.000139,0
acc_1128,4,0.073,1,51,0,0,65,1857,0.035,48,65.83,4.0,0.54,379,1.0,0.27,8,0.0,0.000136,0
acc_1129,7,0.169,1,52,1,0,688,168,4.095,41,15.1,6.29,0.27,1265,0.0311,0.091,7,0.0,0.000724,0
acc_1130,10,0.09,1,135,0,0,540,156,3.462,41,23.07,2.9,0.0,1265,0.0481,0.349,12,0.0,0.00045,0
acc_1131,6,0.126,0,31,1,1,563,148,3.804,45,20.87,1.63,2.29,722,0.04,0.128,4,0.0,9.6e-05,0
acc_1132,13,0.734,0,7,0,1,115,850,0.135,1,3.75,0.51,0.01,169,0.037,0.853,13,0.0,0.000784,1
acc_1133,12,0.553,0,5,0,0,16,479,0.033,3,0.26,1.39,0.87,12,0.1031,0.468,12,0.0,0.000267,1
acc_1134,10,0.065,1,149,0,1,2496,100,24.96,58,2.08,0.74,4.21,1312,0.0011,0.09,9,0.0,0.000127,0
acc_1135,6,0.101,1,64,1,0,489,544,0.899,41,53.37,10.87,1.38,2987,0.1314,0.252,4,0.0,0.000108,0
acc_1136,8,0.105,1,91,1,0,2,42,0.048,42,3.67,0.92,0.0,2337,1.0,0.16,6,0.0,3.5e-05,0
acc_1137,9,0.173,1,93,0,0,5413,186,29.102,40,175.81,8.52,2.31,2406,0.0341,0.26,4,0.0,5.1e-05,0
acc_1138,4,0.081,1,94,0,0,56,265,0.211,56,34.34,9.38,7.13,2652,0.7808,0.116,14,0.011,0.0006,0
acc_1139,8,0.778,1,3,0,1,125,583,0.214,4,1.18,0.17,1.6,14,0.0108,0.451,12,0.0455,0.000389,1
acc_1140,4,0.048,1,59,0,1,191,224,0.853,58,13.22,3.96,4.3,945,0.0899,0.071,4,0.0,5.1e-05,0
acc_1141,10,0.008,1,82,1,0,273,121,2.256,46,0.2,0.58,1.04,540,0.0028,0.331,5,0.0,3.8e-05,0
acc_1142,16,0.609,0,11,0,1,246,1267,0.194,0,1.37,0.29,0.59,62,0.0067,0.679,16,0.0083,0.000648,1
acc_1143,9,0.492,0,13,0,1,127,1947,0.065,1,0.1,0.1,0.5,133,0.0016,0.732,11,0.0,0.000677,1
acc_1144,6,0.143,0,89,0,0,321,78,4.115,52,59.45,4.38,3.99,693,0.1989,0.348,6,0.0,7.7e-05,0
acc_1145,9,0.199,1,148,1,1,488,500,0.976,41,67.52,0.65,8.75,1938,0.1397,0.32,7,0.0,0.000287,0
acc_1146,13,0.182,1,65,1,0,386,119,3.244,41,3.77,9.21,1.01,952,0.0336,0.326,6,0.0,4.4e-05,0
acc_1147,10,0.028,1,71,1,0,218,1186,0.184,49,50.35,0.14,1.82,1290,0.2316,0.166,7,0.0,0.000218,0
acc_1148,14,0.118,1,48,1,0,328,38,8.632,59,1.54,0.68,3.07,1803,0.0068,0.279,15,0.0,0.000408,0
acc_1149,4,0.096,1,54,1,0,197,234,0.842,49,8.82,7.49,5.12,1998,0.0828,0.157,4,0.0,2.4e-05,0
acc_1150,10,0.052,1,67,1,1,103,476,0.216,48,170.18,2.62,3.06,859,1.0,0.158,4,0.0,3.6e-05,0
acc_1151,9,0.152,1,80,1,0,358,59,6.068,47,29.76,2.28,10.99,1888,0.0895,0.146,6,0.0,0.000984,0
acc_1152,11,0.017,1,93,0,1,423,136,3.11,40,34.56,0.05,6.49,2184,0.0818,0.072,4,0.0,8.6e-05,0
acc_1153,7,0.155,1,82,1,0,726,130,5.585,51,90.57,1.6,0.23,1083,0.127,0.057,5,0.0,6.9e-05,0
acc_1154,8,0.014,1,33,0,0,4451,104,42.798,49,18.98,3.51,0.2,2680,0.0051,0.249,7,0.0,0.000139,0
acc_1155,12,0.032,1,24,1,0,48,204,0.235,40,5.18,0.15,4.81,964,0.1111,0.204,6,0.0,3.9e-05,0
acc_1156,14,0.329,0,10,0,1,11,1272,0.009,1,1.16,0.31,0.6,93,0.134,0.822,20,0.0,0.001113,1
acc_1157,5,0.123,1,143,1,0,257,37,6.946,44,1.83,2.75,1.21,2298,0.0178,0.329,4,0.0,9.1e-05,0
acc_1158,10,0.007,1,28,0,1,110,222,0.495,47,21.39,0.97,6.03,837,0.2033,0.283,6,0.0,7.8e-05,0
acc_1159,11,0.115,1,53,0,1,645,99,6.515,45,42.37,4.93,2.19,2860,0.0733,0.137,12,0.0,0.000657,0
acc_1160,5,0.181,1,21,0,0,191,228,0.838,42,28.87,6.62,0.63,1538,0.1858,0.092,6,0.0,6.4e-05,0
acc_1161,14,0.145,1,22,0,1,40,222,0.18,34,44.78,0.76,0.09,1386,1.0,0.207,5,0.0,8e-05,0
acc_1162,11,0.141,1,91,0,0,4750,36,131.944,44,58.2,0.12,3.52,1028,0.0123,0.185,6,0.0,4.2e-05,0
acc_1163,8,0.132,1,57,0,1,566,350,1.617,38,0.38,1.46,1.53,2337,0.0032,0.167,4,0.0,0.000158,0
acc_1164,11,0.093,1,131,1,1,133,92,1.446,37,0.21,0.54,2.32,2819,0.0057,0.097,12,0.0,0.000776,0
acc_1165,12,0.072,1,86,1,0,237,316,0.75,48,24.61,0.61,4.18,2886,0.1064,0.342,3,0.0,9e-06,0
acc_1166,14,0.141,1,30,1,0,4336,461,9.406,39,11.31,4.98,2.8,1872,0.0038,0.287,13,0.0128,0.000364,0
acc_1167,8,0.182,1,21,1,0,58,41,1.415,37,30.86,2.94,1.15,2156,0.5827,0.264,7,0.0,0.001913,0
acc_1168,10,0.506,0,13,0,1,2,330,0.006,0,3.49,0.01,0.55,192,1.0,0.793,15,0.019,0.000551,1
acc_1169,10,0.198,1,108,1,1,97,282,0.344,42,30.63,2.48,3.22,1707,0.3413,0.341,5,0.0,1.7e-05,0
acc_1170,12,0.142,1,17,0,0,249,1238,0.201,48,0.79,0.22,2.28,1051,0.0041,0.288,7,0.0,9.3e-05,0
acc_1171,10,0.069,1,73,0,0,862,175,4.926,41,48.27,3.69,2.5,2866,0.0603,0.271,5,0.0,0.00015,0
acc_1172,17,0.331,1,2,0,1,36,512,0.07,3,0.18,0.05,0.16,108,0.0064,0.434,28,0.0079,0.003965,1
acc_1173,12,0.057,1,95,0,1,553,184,3.005,37,3.06,3.33,2.41,1168,0.0116,0.134,8,0.0,0.000351,0
acc_1174,5,0.003,1,92,1,0,377,205,1.839,52,34.84,0.06,5.65,1967,0.0926,0.312,4,0.0,7.5e-05,0
acc_1175,15,0.423,1,12,0,1,97,1257,0.077,3,2.64,0.4,0.01,129,0.0313,0.588,12,0.0152,0.000515,1
acc_1176,7,0.042,1,118,1,0,5904,105,56.229,37,12.45,0.95,2.45,258,0.0023,0.311,3,0.0,0.00021,0
acc_1177,7,0.176,1,124,1,1,105,769,0.137,56,6.38,3.44,6.81,1780,0.0935,0.199,5,0.0,0.000276,0
acc_1178,14,0.181,1,88,0,0,41,175,0.234,40,43.74,1.79,0.75,2572,1.0,0.274,4,0.0,9.4e-05,0
acc_1179,10,0.059,1,103,0,0,1465,66,22.197,43,2.39,4.18,10.05,513,0.0045,0.344,3,0.0,3.1e-05,0
acc_1180,13,0.004,1,26,0,0,509,202,2.52,58,1.9,5.4,0.35,1449,0.0143,0.276,9,0.0,0.000197,0
acc_1181,5,0.19,1,45,0,1,228,110,2.073,40,63.83,4.77,0.36,1739,0.3009,0.129,5,0.0,4.3e-05,0
acc_1182,7,0.138,1,47,1,0,109,111,0.982,37,4.04,0.4,8.46,1640,0.0408,0.08,4,0.0,4.3e-05,0
acc_1183,4,0.029,1,20,1,0,518,45,11.511,47,73.03,2.85,2.02,1867,0.1465,0.083,4,0.0,2e-05,0
acc_1184,8,0.071,1,92,0,1,218,877,0.249,53,84.26,7.49,3.7,2057,0.4209,0.202,6,0.0,0.00015,0
acc_1185,10,0.135,1,69,1,1,392,117,3.35,34,8.7,1.43,8.77,483,0.0258,0.084,4,0.0,3e-05,0
acc_1186,10,0.389,0,6,0,1,99,353,0.28,0,2.11,0.02,1.95,39,0.0215,0.617,8,0.0,8.1e-05,1
acc_1187,11,0.018,1,25,1,1,201,473,0.425,54,54.9,0.82,5.07,2239,0.2772,0.067,4,0.0,5.8e-05,0
acc_1188,13,0.179,1,13,1,1,412,284,1.451,33,63.62,2.69,5.06,2607,0.1609,0.151,9,0.0,0.001219,0
acc_1189,10,0.14,1,67,1,0,256,72,3.556,37,38.32,1.41,0.37,332,0.1552,0.299,7,0.0,0.000195,0
acc_1190,10,0.303,1,9,0,1,43,973,0.044,2,1.95,0.06,0.12,32,0.0468,0.699,12,0.0152,0.000305,1
acc_1191,4,0.099,1,62,1,0,254,158,1.608,34,36.44,0.99,4.26,2115,0.1473,0.112,8,0.0,0.000438,0
acc_1192,6,0.194,1,141,1,0,25,223,0.112,57,64.51,3.07,3.69,2402,1.0,0.251,6,0.0667,0.000254,0
acc_1193,7,0.053,1,134,0,1,297,107,2.776,52,0.46,0.79,1.26,2956,0.0042,0.339,7,0.0,0.000201,0
acc_1194,12,0.036,1,29,0,0,855,154,5.552,42,1.94,16.09,7.29,1463,0.0211,0.282,3,0.0,4e-06,0
acc_1195,7,0.152,1,101,0,1,125,568,0.22,53,53.32,0.93,1.01,1183,0.434,0.267,8,0.0,9e-05,0
acc_1196,16,0.304,1,4,0,1,25,763,0.033,3,3.65,1.36,0.32,150,0.2004,0.425,17,0.0,0.000232,1
acc_1197,7,0.144,1,18,0,0,789,130,6.069,53,0.79,4.05,4.06,1956,0.0061,0.064,5,0.0,5.8e-05,0
acc_1198,9,0.115,1,111,0,0,441,257,1.716,32,108.76,1.99,2.24,728,0.2511,0.258,13,0.0,0.000263,0
acc_1199,11,0.095,1,117,0,0,138,888,0.155,38,15.33,10.02,17.01,854,0.1837,0.261,4,0.0,4.2e-05,0
acc_1200,11,0.579,0,3,1,0,82,296,0.277,3,0.04,0.33,0.44,149,0.0045,0.607,22,0.0043,0.001159,1
acc_1201,14,0.048,1,138,0,0,144,89,1.618,42,32.77,3.36,0.31,1283,0.2509,0.35,5,0.0,0.000217,0
acc_1202,7,0.003,1,73,0,0,64,45,1.422,45,48.39,1.13,1.16,2870,0.7737,0.065,5,0.0,0.00013,0
acc_1203,9,0.8,1,2,0,1,37,1606,0.023,1,3.15,0.37,0.78,109,0.0951,0.539,13,0.0,0.00039,1
acc_1204,8,0.106,0,25,0,1,1926,42,45.857,40,0.78,1.01,2.78,1116,0.0009,0.328,4,0.0,1.5e-05,0
acc_1205,13,0.759,0,4,0,1,10,927,0.011,2,1.26,0.03,0.57,113,0.129,0.612,14,0.011,0.000723,1
acc_1206,14,0.374,0,11,0,1,37,233,0.159,2,0.41,0.22,0.02,167,0.017,0.829,7,0.0,0.000195,1
acc_1207,11,0.681,0,11,0,0,4,834,0.005,2,2.38,0.32,0.19,144,0.6739,0.571,12,0.0,0.000234,1
acc_1208,8,0.765,0,14,0,0,60,662,0.091,4,3.28,0.19,0.04,177,0.0578,0.798,11,0.0182,0.000339,1
acc_1209,6,0.01,1,76,1,0,137,51,2.686,56,88.66,1.63,0.77,208,0.659,0.235,5,0.0,0.000101,0
acc_1210,8,0.022,1,125,0,1,100,120,0.833,36,90.43,1.91,0.19,484,0.9233,0.322,10,0.0222,0.000929,0
acc_1211,9,0.056,1,95,1,1,34,98,0.347,48,118.67,2.42,4.63,1388,1.0,0.093,4,0.0,0.000102,0
acc_1212,11,0.049,1,35,0,0,337,67,5.03,43,20.34,7.44,7.86,2241,0.0824,0.231,14,0.0,0.00036,0
acc_1213,14,0.103,1,64,0,0,914,523,1.748,43,14.97,1.07,1.84,1645,0.0176,0.232,3,0.0,2.6e-05,0
acc_1214,8,0.156,1,71,1,0,502,236,2.127,59,24.26,13.01,1.84,1342,0.0742,0.15,4,0.0,1.6e-05,0
acc_1215,6,0.115,0,121,0,1,816,62,13.161,43,56.77,1.41,0.31,2300,0.0713,0.214,6,0.0,0.000198,0
acc_1216,11,0.699,1,3,0,1,212,2486,0.085,2,0.97,0.26,0.65,158,0.0058,0.889,17,0.0147,0.000324,1
acc_1217,5,0.025,1,131,0,0,109,298,0.366,44,30.86,0.94,1.0,1159,0.2918,0.231,13,0.0,0.000348,0
acc_1218,12,0.593,0,0,0,0,9,2224,0.004,2,2.06,0.76,0.18,94,0.314,0.499,12,0.0,0.000571,1
acc_1219,4,0.144,1,140,0,1,445,167,2.665,35,6.18,1.59,5.13,2066,0.0175,0.197,8,0.0,0.00029,0
acc_1220,8,0.184,1,57,0,0,350,418,0.837,47,44.41,1.5,0.1,2384,0.1312,0.166,10,0.0,0.00027,0
acc_1221,14,0.016,1,76,0,1,139,49,2.837,57,56.78,10.48,10.99,2701,0.4839,0.09,4,0.0,4.1e-05,0
acc_1222,4,0.162,1,119,0,0,261,99,2.636,37,20.06,2.33,0.96,2093,0.0858,0.076,7,0.0,0.000246,0
acc_1223,12,0.026,1,59,0,0,444,50,8.88,56,12.38,0.69,5.32,1222,0.0295,0.227,7,0.0,0.000148,0
acc_1224,16,0.339,0,1,0,1,63,2787,0.023,2,2.57,0.25,0.33,35,0.0448,0.882,12,0.0,0.000307,1
acc_1225,5,0.025,1,85,0,0,175,25,7.0,56,25.78,6.57,0.01,1428,0.1849,0.199,6,0.0667,0.000258,0
acc_1226,13,0.128,1,137,1,1,860,96,8.958,40,2.36,6.31,1.72,816,0.0101,0.105,6,0.0,0.000182,0
acc_1227,14,0.053,1,130,0,0,36,354,0.102,32,4.71,7.23,3.22,2865,0.3317,0.177,4,0.0,1.9e-05,0
acc_1228,10,0.191,1,25,0,0,496,209,2.373,59,47.14,5.19,8.82,896,0.1055,0.125,10,0.0,0.000238,0
acc_1229,12,0.07,1,135,1,0,260,30,8.667,48,44.03,5.72,0.55,1963,0.1914,0.317,9,0.0,0.000486,0
acc_1230,8,0.698,0,12,0,0,127,1187,0.107,1,1.75,0.52,0.99,96,0.0178,0.579,15,0.0,0.000956,1
acc_1231,4,0.064,1,65,0,0,225,129,1.744,44,130.81,16.12,0.31,209,0.653,0.26,7,0.0,0.000158,0
acc_1232,16,0.625,1,3,0,1,128,1920,0.067,3,0.58,0.22,2.93,73,0.0063,0.608,18,0.0,0.001119,1
acc_1233,6,0.062,1,126,1,1,619,232,2.668,43,64.68,2.76,0.41,2367,0.1089,0.26,6,0.0,8.5e-05,0
acc_1234,11,0.041,1,124,0,0,331,69,4.797,39,17.54,2.45,3.12,1019,0.0604,0.34,6,0.0,0.000326,0
acc_1235,4,0.197,1,86,0,0,194,104,1.865,49,2.97,0.49,1.42,2410,0.0178,0.055,4,0.0,0.000107,0
acc_1236,18,0.307,0,4,0,1,195,2614,0.075,2,4.21,0.14,0.25,86,0.0223,0.696,14,0.0,0.000461,1
acc_1237,12,0.152,1,116,0,0,148,192,0.771,56,83.8,5.38,0.34,2401,0.6026,0.164,5,0.0,0.000113,0
acc_1238,12,0.794,0,0,0,1,10,337,0.03,1,1.32,0.2,0.19,161,0.1518,0.42,15,0.0,0.00259,1
acc_1239,12,0.545,1,11,0,1,67,1543,0.043,1,7.35,0.0,1.62,151,0.1098,0.507,15,0.0,0.002671,1
acc_1240,11,0.077,1,42,1,0,245,119,2.059,45,23.88,2.12,6.63,1997,0.1061,0.094,6,0.0,0.000195,0
acc_1241,13,0.402,0,8,0,0,17,424,0.04,2,1.5,0.47,0.04,6,0.1156,0.689,13,0.0,0.00049,1
acc_1242,5,0.089,1,34,0,0,38,106,0.358,46,39.65,6.87,8.65,1302,1.0,0.193,6,0.0,7.8e-05,0
acc_1243,13,0.103,0,104,0,1,43,219,0.196,46,33.29,1.49,4.79,2070,0.8088,0.121,5,0.0,9.4e-05,0
acc_1244,10,0.055,1,108,0,0,945,105,9.0,51,11.25,11.12,3.18,2300,0.0237,0.219,5,0.0,2.3e-05,0
acc_1245,4,0.164,1,125,1,0,1211,38,31.868,46,70.39,3.7,5.08,844,0.0612,0.195,5,0.0,0.000185,0
acc_1246,13,0.086,1,146,0,0,410,74,5.541,48,10.93,1.66,7.47,2154,0.0307,0.137,5,0.0,4.3e-05,0
acc_1247,5,0.14,1,14,1,1,207,205,1.01,43,9.95,8.56,1.34,2726,0.0895,0.332,12,0.0,0.000492,0
acc_1248,10,0.156,1,99,0,0,954,140,6.814,42,8.86,5.92,1.83,1020,0.0155,0.238,6,0.0,0.000113,0
acc_1249,10,0.014,1,122,0,0,3454,574,6.017,53,26.6,18.98,2.28,674,0.0132,0.15,7,0.0476,0.000637,0
acc_1250,12,0.199,1,39,1,0,1106,128,8.641,59,37.39,1.98,1.3,2594,0.0356,0.178,11,0.0,0.000955,0
acc_1251,12,0.1,1,99,1,0,24,214,0.112,44,45.43,0.05,0.37,1513,1.0,0.276,4,0.0,4.2e-05,0
acc_1252,19,0.543,1,3,0,0,207,825,0.251,2,0.82,0.36,0.32,128,0.0057,0.733,10,0.0,0.000438,1
acc_1253,9,0.345,1,6,0,1,56,293,0.191,0,2.3,0.45,0.4,141,0.0492,0.51,16,0.0,0.002914,1
acc_1254,11,0.008,1,100,1,0,185,33,5.606,33,16.89,2.72,0.05,204,0.106,0.201,6,0.0,0.00018,0
acc_1255,6,0.154,1,116,0,0,50,351,0.142,42,9.63,0.4,0.22,1366,0.2005,0.228,9,0.0,0.000232,0
acc_1256,8,0.065,1,148,0,1,1594,147,10.844,64,41.28,1.38,2.21,2634,0.0268,0.266,6,0.0,0.000102,0
acc_1257,4,0.144,1,22,1,0,230,73,3.151,45,46.13,0.33,0.7,1955,0.202,0.085,4,0.0,3.5e-05,0
acc_1258,8,0.045,1,12,1,1,144,244,0.59,38,122.85,6.07,1.0,424,0.8953,0.171,3,0.0,3.2e-05,0
acc_1259,10,0.683,0,13,0,1,103,335,0.307,2,4.63,0.18,0.11,50,0.0468,0.636,15,0.0,0.000339,1
acc_1260,13,0.199,1,11,0,0,26,64,0.406,37,39.1,1.8,2.6,1090,1.0,0.165,8,0.0,0.000164,0
acc_1261,5,0.073,1,66,1,0,524,835,0.628,39,2.3,9.01,11.73,1232,0.0216,0.139,4,0.1667,0.000104,0
acc_1262,5,0.069,1,96,0,0,206,44,4.682,39,0.98,3.24,0.56,352,0.0205,0.289,7,0.0,0.000151,0
acc_1263,15,0.349,1,11,0,0,26,335,0.078,4,4.62,0.05,0.35,74,0.1796,0.776,17,0.0147,0.00121,1
acc_1264,12,0.776,0,14,0,1,107,1675,0.064,2,0.02,0.24,0.29,180,0.0024,0.817,16,0.0,0.000275,1
acc_1265,8,0.005,1,24,1,1,30,114,0.263,56,18.34,1.74,1.65,2051,0.6694,0.241,4,0.0,3.3e-05,0
acc_1266,9,0.137,1,92,0,1,149,253,0.589,38,33.94,2.37,0.3,211,0.2437,0.053,7,0.0476,0.000142,0
acc_1267,5,0.09,1,146,1,0,21,152,0.138,41,20.86,0.71,0.3,2987,1.0,0.233,4,0.0,0.000139,0
acc_1268,14,0.131,1,84,1,0,712,782,0.91,50,99.42,3.88,5.63,1340,0.1451,0.272,7,0.0,0.000972,0
acc_1269,11,0.617,0,12,0,1,5,703,0.007,1,0.46,0.2,0.14,138,0.1329,0.81,14,0.0,0.000508,1
acc_1270,9,0.108,1,127,0,0,2350,238,9.874,47,52.21,4.22,0.8,2763,0.024,0.077,10,0.0,0.000175,0
acc_1271,14,0.09,1,148,0,0,39,575,0.068,48,65.65,3.89,3.02,2867,1.0,0.175,6,0.0,0.000111,0
acc_1272,13,0.019,1,45,0,1,238,299,0.796,35,4.06,8.59,3.69,2176,0.0531,0.246,7,0.0,0.000582,0
acc_1273,10,0.128,1,68,1,0,371,67,5.537,39,15.27,9.23,4.65,2385,0.066,0.307,6,0.0667,0.000241,0
acc_1274,8,0.067,1,135,1,1,2100,86,24.419,32,13.51,2.28,0.56,2536,0.0075,0.298,6,0.0,0.000143,0
acc_1275,13,0.072,1,30,1,1,167,186,0.898,43,30.83,1.44,3.04,2211,0.1932,0.124,4,0.0,1.3e-05,0
acc_1276,11,0.127,1,91,0,1,85,65,1.308,40,10.06,0.35,5.15,1670,0.1225,0.339,3,0.0,2e-05,0
acc_1277,14,0.157,0,17,1,0,120,281,0.427,49,30.81,1.25,7.8,1591,0.2672,0.292,4,0.0,6.4e-05,0
acc_1278,8,0.088,1,96,1,1,290,124,2.339,40,17.95,6.86,0.41,1696,0.0855,0.059,5,0.0,0.000101,0
acc_1279,17,0.721,0,4,0,1,70,422,0.166,1,0.66,0.22,0.66,92,0.0125,0.548,10,0.0,0.000493,1
acc_1280,9,0.024,1,22,0,0,3757,485,7.746,39,0.29,0.56,0.67,306,0.0002,0.116,3,0.0,7.6e-05,0
acc_1281,13,0.049,1,122,1,0,147,89,1.652,40,18.49,0.31,4.16,651,0.1279,0.161,5,0.1,0.000135,0
acc_1282,10,0.018,1,94,0,1,294,499,0.589,41,25.13,2.05,7.97,2449,0.0924,0.122,3,0.0,0.000187,0
acc_1283,11,0.059,1,28,0,1,38,208,0.183,36,27.77,1.63,2.99,645,0.7736,0.21,3,0.0,8.5e-05,0
acc_1284,15,0.306,1,11,0,1,72,753,0.096,4,1.91,0.47,1.49,76,0.033,0.541,12,0.0152,0.000617,1
acc_1285,12,0.044,1,11,1,0,815,136,5.993,39,19.88,4.88,1.82,1077,0.0304,0.101,8,0.0,0.000641,0
acc_1286,14,0.051,1,44,0,1,455,254,1.791,50,4.57,0.98,6.0,586,0.0122,0.243,6,0.0,0.000142,0
acc_1287,12,0.338,0,5,0,1,39,470,0.083,1,1.01,0.2,0.68,52,0.031,0.862,12,0.0,0.000608,1
acc_1288,12,0.747,1,14,0,1,132,528,0.25,2,5.53,0.07,0.61,151,0.0424,0.652,21,0.0,0.006243,1
acc_1289,7,0.024,1,24,0,0,944,77,12.26,42,99.51,0.17,4.37,1639,0.1056,0.103,9,0.0,0.000115,0
acc_1290,9,0.079,1,124,1,0,56,160,0.35,59,1.94,0.67,1.53,688,0.0467,0.141,4,0.0,0.000158,0
acc_1291,18,0.761,0,1,0,1,26,341,0.076,1,1.93,0.57,0.01,121,0.0958,0.637,12,0.0152,0.000833,1
acc_1292,13,0.148,1,46,0,1,307,31,9.903,42,1.9,1.82,0.15,1702,0.0121,0.137,4,0.1667,2.1e-05,0
acc_1293,6,0.0,1,26,1,0,80,228,0.351,40,13.45,2.77,1.41,1573,0.2027,0.124,6,0.0,0.000104,0
acc_1294,9,0.001,1,140,0,1,126,89,1.416,46,56.51,2.32,3.6,724,0.4668,0.227,8,0.0,0.000201,0
acc_1295,5,0.119,1,117,0,0,126,798,0.158,51,18.5,2.8,10.25,222,0.1691,0.321,4,0.0,3e-05,0
acc_1296,10,0.542,1,4,1,0,11,943,0.012,2,4.63,0.1,0.08,162,0.4306,0.889,11,0.0,0.000245,1
acc_1297,13,0.027,1,20,0,0,333,37,9.0,54,2.1,3.31,4.79,2468,0.0163,0.072,5,0.0,8.1e-05,0
acc_1298,4,0.028,1,106,0,0,307,356,0.862,36,103.85,2.17,5.97,2983,0.3453,0.221,9,0.0,0.00025,0
acc_1299,11,0.004,1,120,1,0,42,252,0.167,49,21.2,8.34,5.79,2219,0.7033,0.193,10,0.0,0.000363,0
acc_1300,8,0.452,0,5,0,0,8,2314,0.003,3,1.94,0.16,0.08,187,0.2623,0.671,18,0.0,0.000992,1
acc_1301,7,0.038,1,37,1,0,1397,190,7.353,36,59.43,6.37,1.79,2219,0.0471,0.296,3,0.0,5.6e-05,0
acc_1302,9,0.079,1,33,1,1,123,230,0.535,42,13.29,3.47,1.36,1326,0.1362,0.096,6,0.0,9e-05,0
acc_1303,12,0.013,1,129,0,0,417,58,7.19,46,7.08,7.54,2.59,1228,0.0351,0.121,7,0.0476,0.000327,0
acc_1304,6,0.078,1,15,1,0,11,106,0.104,45,158.13,0.08,1.5,647,1.0,0.148,4,0.0,0.00014,0
acc_1305,8,0.184,1,15,0,1,533,133,4.008,43,37.16,0.79,2.3,653,0.0712,0.1,10,0.0,0.001254,0
acc_1306,5,0.031,1,22,1,0,611,46,13.283,51,36.28,0.64,1.26,1795,0.0604,0.07,7,0.0,6.3e-05,0
acc_1307,5,0.164,1,144,1,0,17,649,0.026,33,54.73,6.54,6.69,411,1.0,0.208,3,0.0,1.9e-05,0
acc_1308,12,0.651,1,1,0,1,3,631,0.005,1,0.79,0.02,0.53,73,0.2695,0.863,16,0.0,0.000578,1
acc_1309,16,0.497,0,6,0,1,26,1563,0.017,1,5.91,0.0,1.88,120,0.2273,0.575,10,0.0222,0.00035,1
acc_1310,6,0.14,1,49,1,0,701,160,4.381,36,39.84,0.24,0.22,1409,0.0572,0.186,3,0.0,0.000103,0
acc_1311,19,0.531,1,4,0,1,18,266,0.068,2,1.76,0.27,1.32,13,0.113,0.855,12,0.0,0.000236,1
acc_1312,14,0.088,1,90,1,1,355,142,2.5,39,26.73,6.79,1.94,1169,0.0944,0.209,6,0.0,0.000732,0
acc_1313,11,0.666,1,11,0,1,28,1240,0.023,1,4.42,0.66,0.19,168,0.1814,0.487,15,0.0,0.001537,1
acc_1314,12,0.5,0,14,0,1,32,1758,0.018,1,0.2,0.19,0.44,30,0.0124,0.755,13,0.0,0.000618,1
acc_1315,5,0.194,1,47,0,0,424,1339,0.317,46,7.58,16.09,1.73,995,0.0558,0.165,10,0.0,0.000783,0
acc_1316,14,0.087,1,107,0,0,299,75,3.987,63,37.72,5.97,0.72,812,0.1461,0.119,7,0.0,0.00053,0
acc_1317,12,0.059,1,45,1,0,177,284,0.623,43,12.28,1.24,2.56,1640,0.0764,0.188,6,0.0,0.000533,0
acc_1318,6,0.188,1,47,0,1,311,71,4.38,40,35.07,33.59,2.16,2584,0.2208,0.174,5,0.0,0.000434,0
acc_1319,17,0.47,0,13,0,1,17,737,0.023,1,3.93,0.87,0.04,97,0.2824,0.473,15,0.0,0.000833,1
acc_1320,7,0.078,1,141,1,0,82,197,0.416,44,8.03,2.47,1.85,260,0.1281,0.111,6,0.0,0.000186,0
acc_1321,13,0.152,1,32,0,0,4336,510,8.502,48,1.74,3.94,8.11,446,0.0013,0.229,7,0.0,0.000165,0
acc_1322,13,0.483,1,5,0,1,41,1795,0.023,3,2.04,0.92,0.09,130,0.0722,0.847,11,0.0,0.00024,1
acc_1323,13,0.649,1,2,0,1,13,579,0.022,3,2.8,1.07,0.48,13,0.298,0.69,16,0.0083,0.000702,1
acc_1324,9,0.003,1,140,1,1,246,202,1.218,43,22.68,8.25,0.13,2311,0.1257,0.217,3,0.0,8e-05,0
